difficulty	halflife	p_recall	delta_t	reps	lapses	last_date	due_date	r_history	t_history	p_history	state	cost
6	371.2975	0.9907	5	4	0	84	444	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
7	165.3589	0.9119	22	4	1	67	103	1,1,0,1,1,1,1	0,3,6,1,3,8,15	0.49,0.85,0.89,0.88,0.86,0.85,0.88	[165.35886036646787, 9]	7
9	168.1489	0.9517	12	4	1	77	118	1,1,1,0,1,1,1,1	0,2,5,8,1,3,8,19	0.39,0.86,0.86,0.91,0.90,0.86,0.84,0.84	[168.14887437232193, 11]	8
4	370.0995	0.9741	14	4	0	75	435	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
7	80.6411	0.9098	11	3	3	78	91	0,0,1,0,1,1,1,1,0,1,1,1	0,1,1,2,1,2,4,7,15,2,5,7	0.49,0.57,0.55,0.85,0.80,0.87,0.89,0.90,0.88,0.83,0.84,0.90	[80.64114658593712, 13]	14
6	133.6877	0.8739	26	4	2	63	101	0,1,1,0,0,1,1,1,1	0,1,2,5,1,1,2,6,14	0.55,0.62,0.88,0.89,0.87,0.77,0.87,0.84,0.85	[133.68774398055737, 10]	10
5	99.4902	0.9458	8	5	6	81	95	1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1	0,3,10,1,1,2,6,1,2,1,1,1,2,3,5,11	0.61,0.89,0.86,0.89,0.78,0.88,0.85,0.86,0.89,0.82,0.72,0.63,0.82,0.89,0.90,0.87	[99.4901562946323, 17]	21
5	366.2218	0.9813	10	3	0	79	439	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
6	372.0628	0.9944	3	5	0	86	446	0,1,1,1,1,1	0,1,2,5,16,31	0.55,0.62,0.88,0.89,0.85,0.89	[372.06279030170253, 6]	5
4	374.2277	0.9871	7	6	1	89	449	0,1,0,1,1,1,1,1,1	0,1,3,1,3,8,10,25,7	0.66,0.73,0.86,0.84,0.86,0.87,0.93,0.90,0.99	[374.22767259402156, 6]	9
2	374.8187	0.9495	28	3	0	61	421	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
7	130.433	0.9283	14	4	4	89	102	0,0,0,0,1,1,1,1,0,1,1,1,1	0,1,1,1,1,2,5,7,13,2,3,8,14	0.49,0.57,0.55,0.54,0.53,0.82,0.83,0.90,0.89,0.83,0.89,0.85,0.87	[130.4330311683014, 15]	16
5	368.7551	0.9832	9	5	0	80	440	0,1,1,1,1,1	0,1,2,5,10,31	0.61,0.68,0.89,0.90,0.91,0.87	[368.7551436009584, 5]	5
5	366.2218	0.9813	10	3	0	79	439	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
6	110.3203	0.9274	12	3	2	77	90	1,0,1,1,1,0,1,1,1	0,3,1,2,6,16,2,4,12	0.55,0.87,0.84,0.89,0.86,0.85,0.81,0.87,0.83	[110.32027271833142, 10]	10
4	139.4591	0.9803	4	4	3	85	114	1,0,1,0,1,1,1,0,1,1,1,1	0,3,1,3,1,3,8,12,1,3,8,11	0.66,0.91,0.87,0.87,0.84,0.84,0.85,0.91,0.92,0.87,0.85,0.91	[139.45908444440983, 10]	14
4	287.9625	0.9833	7	5	2	82	93	0,0,0,1,1,1,1,1	0,1,1,1,3,4,9,32	0.66,0.73,0.65,0.60,0.80,0.92,0.90,0.82	[287.96246158777853, 8]	9
5	26.7883	0.9496	2	2	2	89	94	1,1,1,0,1,0,1,1	0,3,10,35,2,5,1,2	0.61,0.89,0.86,0.82,0.85,0.87,0.86,0.90	[26.7882579134053, 9]	9
10	198.7769	0.9229	23	4	0	66	103	1,1,1,1,1	0,2,5,9,19	0.34,0.84,0.85,0.89,0.88	[198.7768517029928, 10]	4
4	104.7153	0.8199	30	4	4	59	93	1,0,0,0,1,0,1,1,1,1	0,3,1,1,1,3,1,3,6,9	0.66,0.91,0.87,0.77,0.67,0.79,0.79,0.81,0.86,0.90	[104.71532113573514, 12]	13
9	195.4357	0.9119	26	4	0	63	98	1,1,1,1,1	0,2,5,8,17	0.39,0.86,0.86,0.91,0.89	[195.43572409316283, 9]	4
5	366.2218	0.9813	10	3	0	79	439	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
2	378.2559	0.9465	30	2	0	59	419	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
8	135.6605	0.9551	9	5	6	80	97	0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1	0,1,1,1,1,1,2,3,1,2,4,1,2,4,9,16	0.44,0.53,0.52,0.52,0.52,0.51,0.80,0.88,0.84,0.86,0.87,0.85,0.87,0.87,0.85,0.86	[135.66051474182882, 18]	21
5	174.8241	0.9843	4	5	3	85	114	0,1,1,0,1,0,1,1,0,1,1,1,1,1	0,1,2,5,1,4,1,2,6,1,2,5,11,13	0.61,0.68,0.89,0.90,0.88,0.83,0.83,0.89,0.85,0.86,0.89,0.87,0.87,0.92	[174.824092433913, 11]	16
9	161.2263	0.8904	27	5	1	62	104	0,0,1,1,1,1,1	0,1,1,2,4,7,16	0.39,0.48,0.50,0.83,0.87,0.90,0.87	[161.22629419128592, 11]	7
5	61.2713	0.9666	3	2	1	86	98	1,1,1,0,1,1	0,3,10,35,2,5	0.61,0.89,0.86,0.82,0.85,0.87	[61.27132093518828, 7]	6
2	377.8069	0.9782	12	6	1	77	437	0,0,1,1,1,1,1,1	0,1,1,2,6,24,8,3	0.78,0.83,0.73,0.91,0.89,0.84,0.98,0.99	[377.8068841630078, 4]	8
7	162.0558	0.861	35	3	0	54	90	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
8	19.0899	0.93	2	1	3	89	93	0,1,1,1,0,0,1,1,1,1,0,1	0,1,2,7,14,2,1,2,4,8,14,2	0.44,0.53,0.85,0.82,0.87,0.82,0.77,0.86,0.88,0.88,0.89,0.84	[19.089887144250383, 14]	14
4	369.3764	0.9722	15	3	0	74	434	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
4	369.3764	0.9722	15	3	0	74	434	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
2	378.2559	0.9482	29	2	0	60	420	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
6	11.0113	0.939	1	1	2	88	90	1,1,1,1,0,0,1	0,3,6,16,28,2,1	0.55,0.87,0.90,0.88,0.91,0.88,0.82	[11.011324023801867, 10]	8
9	211.414	0.9967	1	6	4	88	121	0,0,0,0,0,1,1,1,1,1,1	0,1,1,1,1,1,2,4,8,17,20	0.39,0.48,0.50,0.50,0.51,0.51,0.80,0.84,0.85,0.84,0.90	[211.41398082793722, 17]	14
8	184.5126	0.9631	10	6	4	79	115	0,0,0,0,0,1,1,1,1,1,1	0,1,1,1,1,1,2,3,6,16,15	0.44,0.53,0.52,0.52,0.52,0.51,0.80,0.88,0.88,0.83,0.92	[184.51260080232677, 16]	14
7	199.2804	0.9931	2	4	1	87	117	1,1,1,0,1,1,1,1	0,3,6,13,2,5,12,14	0.49,0.85,0.89,0.89,0.83,0.85,0.86,0.92	[199.2804435340845, 9]	8
9	177.4742	0.8999	27	5	0	62	101	0,1,1,1,1,1	0,1,1,3,9,16	0.39,0.48,0.92,0.88,0.84,0.88	[177.47420557753085, 9]	5
6	161.7106	0.8831	29	4	1	60	93	1,0,1,1,1,1	0,3,1,2,6,16	0.55,0.87,0.84,0.89,0.86,0.85	[161.71063617269795, 8]	6
8	192.4242	0.9305	20	4	1	89	124	1,1,1,0,1,1,1,1	0,2,7,14,2,5,7,20	0.44,0.88,0.83,0.87,0.82,0.85,0.91,0.86	[192.42415201466653, 10]	8
5	61.2713	0.9776	2	2	1	87	99	1,1,1,0,1,1	0,3,10,35,2,5	0.61,0.89,0.86,0.82,0.85,0.87	[61.27132093518828, 7]	6
2	88.9802	0.8491	21	2	1	68	92	1,1,0,1,1	0,6,22,2,6	0.78,0.89,0.88,0.86,0.88	[88.98019454997049, 4]	5
3	364.5756	0.959	22	2	0	67	427	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
2	378.2559	0.9482	29	2	0	60	420	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
8	123.1335	0.9833	3	4	2	86	101	0,1,1,1,0,1,0,1,1,1,1	0,1,2,7,14,2,5,1,2,6,14	0.44,0.53,0.85,0.82,0.87,0.82,0.85,0.85,0.88,0.84,0.84	[123.13345301734992, 12]	12
1	378.4602	0.9345	37	3	0	52	412	0,1,1,1	0,1,4,15	0.86,0.88,0.91,0.91	[378.46015578859345, 1]	3
6	371.2975	0.9926	4	4	0	85	445	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
4	369.3764	0.9722	15	3	0	74	434	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
8	192.4242	0.9305	20	4	1	89	124	1,1,1,0,1,1,1,1	0,2,7,14,2,5,7,20	0.44,0.88,0.83,0.87,0.82,0.85,0.91,0.86	[192.42415201466653, 10]	8
6	371.2975	0.9926	4	4	0	85	445	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
6	26.3509	0.9488	2	1	1	87	93	1,1,1,1,0,1	0,3,6,16,28,2	0.55,0.87,0.90,0.88,0.91,0.88	[26.350913905062175, 8]	6
2	374.8187	0.9513	27	3	0	62	422	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
4	370.0995	0.9759	13	4	0	76	436	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
10	234.9174	0.9825	6	5	1	83	114	1,0,1,1,1,1,1	0,2,1,3,7,17,20	0.34,0.84,0.79,0.81,0.84,0.83,0.91	[234.91738903099827, 12]	7
7	170.3335	0.8815	31	4	0	58	93	0,1,1,1,1	0,1,2,6,16	0.49,0.57,0.87,0.85,0.85	[170.333507128377, 7]	4
5	328.5377	0.9269	36	4	1	89	97	1,0,1,1,1,1	0,3,1,4,12,36	0.61,0.89,0.85,0.81,0.83,0.82	[328.53766650324485, 7]	6
7	173.6452	0.9014	26	5	1	63	98	0,0,1,1,1,1,1	0,1,1,2,4,6,16	0.49,0.57,0.55,0.85,0.89,0.92,0.88	[173.6452180112646, 9]	7
8	155.3731	0.8631	33	3	0	56	97	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
2	378.2559	0.95	28	2	0	61	421	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
10	151.7346	0.9423	13	5	3	76	97	0,0,0,1,1,0,1,1,1,1,1	0,1,1,1,2,4,1,3,4,9,17	0.34,0.43,0.47,0.49,0.81,0.86,0.84,0.81,0.89,0.87,0.87	[151.73457242564524, 16]	13
6	161.4089	0.8867	28	4	1	61	94	0,1,0,1,1,1,1	0,1,2,1,2,6,16	0.55,0.62,0.88,0.82,0.89,0.86,0.85	[161.40887229092405, 8]	7
5	328.5377	0.9269	36	4	1	89	97	1,0,1,1,1,1	0,3,1,4,12,36	0.61,0.89,0.85,0.81,0.83,0.82	[328.53766650324485, 7]	6
7	162.0558	0.8647	34	3	0	55	91	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
4	114.6815	0.8291	31	3	1	58	90	1,1,0,1,1,1	0,3,8,1,3,10	0.66,0.91,0.90,0.90,0.88,0.85	[114.68145097910357, 6]	6
9	169.1818	0.9213	20	5	1	69	110	0,1,1,0,1,1,1,1,1	0,1,1,3,1,2,4,8,16	0.39,0.48,0.92,0.88,0.84,0.88,0.89,0.89,0.88	[169.18181866005514, 11]	9
8	87.6057	0.9313	9	3	2	80	94	1,1,0,1,1,1,0,1,1,1	0,2,7,1,3,6,13,2,4,9	0.44,0.88,0.83,0.86,0.84,0.88,0.87,0.82,0.87,0.86	[87.60567062877392, 12]	11
6	371.2975	0.9944	3	4	0	86	446	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
3	283.8483	0.9759	10	5	2	79	90	0,0,0,1,1,1,1,1	0,1,1,1,2,7,9,25	0.72,0.78,0.69,0.63,0.87,0.83,0.92,0.88	[283.84827313243284, 7]	9
10	198.7769	0.9294	21	4	0	68	105	1,1,1,1,1	0,2,5,9,19	0.34,0.84,0.85,0.89,0.88	[198.7768517029928, 10]	4
5	123.627	0.8405	31	3	1	58	94	0,1,1,0,1,1,1	0,1,2,5,1,4,12	0.61,0.68,0.89,0.90,0.88,0.83,0.83	[123.62698586029428, 7]	7
9	21.6213	0.9379	2	1	2	87	90	1,1,0,1,1,1,1,0,1	0,2,5,1,3,6,16,19,2	0.39,0.86,0.86,0.86,0.84,0.87,0.84,0.91,0.87	[21.621265123137086, 13]	10
2	378.2559	0.95	28	2	0	61	421	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
2	378.2559	0.95	28	2	0	61	421	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
3	364.5756	0.9609	21	2	0	68	428	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
3	94.2942	0.9782	3	3	2	86	116	0,0,1,1,1,0,1,1,1	0,1,1,2,7,30,1,3,8	0.72,0.78,0.69,0.89,0.86,0.80,0.91,0.88,0.87	[94.29416181849146, 7]	10
4	287.9625	0.988	5	5	2	84	95	0,0,0,1,1,1,1,1	0,1,1,1,3,4,9,32	0.66,0.73,0.65,0.60,0.80,0.92,0.90,0.82	[287.96246158777853, 8]	9
7	146.9681	0.8722	29	4	1	60	99	1,0,1,1,1,1	0,3,1,2,6,15	0.49,0.85,0.82,0.89,0.85,0.85	[146.96813966788469, 9]	6
4	369.3764	0.9741	14	3	0	75	435	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
9	233.7336	0.9882	4	5	1	85	114	1,1,0,1,1,1,1,1	0,2,5,1,3,6,16,19	0.39,0.86,0.86,0.86,0.84,0.87,0.84,0.91	[233.733634582303, 11]	8
9	151.5548	0.8879	26	4	1	63	109	0,1,0,1,1,1,1	0,1,1,1,3,7,17	0.39,0.48,0.92,0.81,0.82,0.85,0.84	[151.5548191619811, 11]	7
8	44.5734	0.9846	1	2	2	88	96	1,1,0,1,1,1,1,0,1,1	0,2,7,1,3,6,13,17,2,4	0.44,0.88,0.83,0.86,0.84,0.88,0.87,0.92,0.87,0.88	[44.57339289866797, 12]	11
4	157.5805	0.8959	25	4	2	64	91	1,0,1,0,1,1,1,1	0,3,1,3,1,3,8,12	0.66,0.91,0.87,0.87,0.84,0.84,0.85,0.91	[157.58049200540185, 8]	9
6	135.298	0.9501	10	5	5	79	117	1,1,0,0,0,0,1,0,1,1,1,1,1	0,3,6,2,1,1,1,2,1,2,5,7,15	0.55,0.87,0.90,0.80,0.76,0.67,0.60,0.83,0.77,0.85,0.83,0.89,0.87	[135.29795330944248, 16]	17
6	371.2975	0.9944	3	4	0	86	446	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
2	374.8187	0.9531	26	3	0	63	423	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
4	369.3764	0.9741	14	3	0	75	435	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
6	103.7135	0.9671	5	4	3	84	96	1,1,0,1,1,0,0,1,1,1,1	0,3,6,2,5,14,2,1,2,5,11	0.55,0.87,0.90,0.80,0.85,0.84,0.80,0.76,0.86,0.85,0.86	[103.71351478463457, 12]	13
5	328.5377	0.9269	36	4	1	89	97	1,0,1,1,1,1	0,3,1,4,12,36	0.61,0.89,0.85,0.81,0.83,0.82	[328.53766650324485, 7]	6
3	364.5756	0.9609	21	2	0	68	428	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
9	195.4357	0.9184	24	4	0	65	100	1,1,1,1,1	0,2,5,8,17	0.39,0.86,0.86,0.91,0.89	[195.43572409316283, 9]	4
3	365.1457	0.9887	6	5	1	83	443	0,0,1,1,1,1,1	0,1,1,2,7,30,9	0.72,0.78,0.69,0.89,0.86,0.80,0.98	[365.1457426816348, 5]	7
6	161.4089	0.8867	28	4	1	61	94	0,1,0,1,1,1,1	0,1,2,1,2,6,16	0.55,0.62,0.88,0.82,0.89,0.86,0.85	[161.40887229092405, 8]	7
7	140.0938	0.8837	25	5	3	64	105	0,0,0,0,1,1,1,1,1	0,1,1,1,1,2,5,7,13	0.49,0.57,0.55,0.54,0.53,0.82,0.83,0.90,0.89	[140.09381700569307, 13]	11
6	372.0628	0.9981	1	5	0	88	448	0,1,1,1,1,1	0,1,2,5,16,31	0.55,0.62,0.88,0.89,0.85,0.89	[372.06279030170253, 6]	5
8	153.5745	0.8655	32	4	0	57	98	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
6	371.2975	0.9963	2	4	0	87	447	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
8	155.3731	0.867	32	3	0	57	98	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
1	378.4996	0.9345	37	2	0	52	412	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
1	361.9645	0.9643	19	6	1	70	430	0,0,1,1,1,1,1,1	0,1,1,3,5,15,7,4	0.86,0.88,0.78,0.89,0.94,0.91,0.98,0.99	[361.9644955620899, 3]	8
6	371.2975	0.9963	2	4	0	87	447	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
6	141.5806	0.9569	9	3	1	80	117	1,1,1,0,1,1,1	0,3,6,16,2,6,13	0.55,0.87,0.90,0.88,0.84,0.84,0.87	[141.58060791061683, 8]	7
6	142.9296	0.8563	32	4	1	57	94	0,0,1,1,1,1	0,1,1,2,6,13	0.55,0.62,0.58,0.86,0.84,0.87	[142.9296155188369, 8]	6
7	162.0558	0.8684	33	3	0	56	92	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
5	122.538	0.8204	35	3	1	54	90	1,0,1,1,1	0,3,1,4,12	0.61,0.89,0.85,0.81,0.83	[122.53804498211346, 7]	5
6	165.0033	0.9751	6	4	1	83	116	0,1,1,1,0,1,1,1,1	0,1,2,5,16,1,3,6,15	0.55,0.62,0.88,0.89,0.85,0.90,0.87,0.89,0.87	[165.00334292836203, 8]	9
5	119.8485	0.831	32	4	2	57	93	0,1,0,0,1,1,1,1	0,1,2,1,1,2,5,11	0.61,0.68,0.89,0.84,0.73,0.87,0.87,0.87	[119.84853356766655, 9]	9
6	129.1474	0.9128	17	4	2	72	111	1,1,0,1,0,1,1,1,1	0,3,6,2,5,1,2,4,15	0.55,0.87,0.90,0.80,0.85,0.85,0.89,0.90,0.81	[129.14743829132973, 10]	10
4	42.984	0.8933	7	2	1	82	91	0,1,1,1,0,1,1	0,1,3,8,32,1,3	0.66,0.73,0.86,0.89,0.83,0.92,0.89	[42.98396508463681, 6]	7
10	140.9503	0.9243	16	5	4	73	93	0,0,0,0,1,0,1,1,1,1,1	0,1,1,1,1,1,1,2,4,8,19	0.34,0.43,0.47,0.49,0.50,0.89,0.78,0.85,0.86,0.86,0.83	[140.95032470720489, 18]	14
5	366.2218	0.9868	7	3	0	82	442	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
8	153.5745	0.8694	31	4	0	58	99	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
7	165.3589	0.9234	19	4	1	70	106	1,1,0,1,1,1,1	0,3,6,1,3,8,15	0.49,0.85,0.89,0.88,0.86,0.85,0.88	[165.35886036646787, 9]	7
4	369.3764	0.9759	13	3	0	76	436	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
2	77.2995	0.8741	15	3	2	74	99	0,1,1,0,0,1,1,1	0,1,5,24,1,1,2,6	0.78,0.83,0.85,0.84,0.91,0.82,0.90,0.87	[77.29952966121688, 6]	9
2	378.2559	0.9517	27	2	0	62	422	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
5	61.2713	0.945	5	2	1	89	101	1,1,1,0,1,1	0,3,10,35,2,5	0.61,0.89,0.86,0.82,0.85,0.87	[61.27132093518828, 7]	6
5	366.2218	0.9868	7	3	0	82	442	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
3	283.8483	0.9783	9	5	2	80	91	0,0,0,1,1,1,1,1	0,1,1,1,2,7,9,25	0.72,0.78,0.69,0.63,0.87,0.83,0.92,0.88	[283.84827313243284, 7]	9
6	142.9296	0.8563	32	4	1	57	94	0,0,1,1,1,1	0,1,1,2,6,13	0.55,0.62,0.58,0.86,0.84,0.87	[142.9296155188369, 8]	6
4	114.6815	0.8342	30	3	1	59	91	1,1,0,1,1,1	0,3,8,1,3,10	0.66,0.91,0.90,0.90,0.88,0.85	[114.68145097910357, 6]	6
7	162.0558	0.8684	33	3	0	56	92	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
7	138.3402	0.9369	13	5	3	76	117	0,1,0,1,1,0,1,0,1,1,1,1,1	0,1,2,1,2,6,1,2,1,2,5,6,13	0.49,0.57,0.87,0.81,0.88,0.85,0.86,0.89,0.82,0.87,0.85,0.92,0.89	[138.34023062393376, 13]	15
8	155.3731	0.867	32	3	0	57	98	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
10	112.376	0.9116	15	4	3	74	93	0,0,0,1,1,1,0,1,1,1,1	0,1,1,1,2,4,7,1,3,7,13	0.34,0.43,0.47,0.49,0.81,0.86,0.88,0.88,0.83,0.83,0.86	[112.37597358853206, 16]	13
2	378.2559	0.9535	26	2	0	63	423	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
4	50.7715	0.9089	7	2	1	82	91	1,1,1,0,1,1	0,3,8,31,1,4	0.66,0.91,0.90,0.84,0.92,0.86	[50.77150069239538, 6]	6
6	371.2975	0.9981	1	4	0	88	448	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
4	369.3764	0.9777	12	3	0	77	437	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
5	162.5531	0.8875	28	4	1	61	91	0,1,0,1,1,1,1	0,1,2,1,3,7,12	0.61,0.68,0.89,0.84,0.85,0.87,0.91	[162.55311806520353, 7]	7
4	369.3764	0.9777	12	3	0	77	437	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
4	369.3764	0.9777	12	3	0	77	437	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
2	374.8187	0.9566	24	3	0	65	425	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
4	369.3764	0.9777	12	3	0	77	437	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
5	366.2218	0.9887	6	3	0	83	443	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
6	142.9296	0.8604	31	4	1	58	95	0,0,1,1,1,1	0,1,1,2,6,13	0.55,0.62,0.58,0.86,0.84,0.87	[142.9296155188369, 8]	6
4	333.4277	0.9897	5	5	1	84	90	0,0,1,1,1,1,1	0,1,1,3,8,13,23	0.66,0.73,0.65,0.83,0.86,0.91,0.92	[333.4277036282428, 6]	7
8	155.3731	0.8708	31	3	0	58	99	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
3	364.5756	0.9645	19	2	0	70	430	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
4	370.0995	0.9814	10	4	0	79	439	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
6	371.2975	0.9981	1	4	0	88	448	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
4	329.6624	0.9916	4	5	1	85	92	1,0,1,1,1,1,1	0,3,1,3,8,10,25	0.66,0.91,0.87,0.87,0.87,0.93,0.90	[329.66244807099554, 6]	7
7	107.4925	0.9497	8	5	6	81	94	0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1	0,1,1,2,4,6,2,1,2,1,1,1,2,3,6,13	0.49,0.57,0.55,0.85,0.89,0.92,0.81,0.77,0.86,0.80,0.69,0.61,0.81,0.88,0.87,0.85	[107.49251459696353, 18]	21
5	366.2218	0.9887	6	3	0	83	443	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
5	366.2218	0.9906	5	3	0	84	444	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
5	24.7406	0.9194	3	1	1	86	91	1,1,1,0,1	0,3,10,35,2	0.61,0.89,0.86,0.82,0.85	[24.740555118414015, 7]	5
4	369.3764	0.9796	11	3	0	78	438	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
1	361.9645	0.968	17	6	1	72	432	0,0,1,1,1,1,1,1	0,1,1,3,5,15,7,4	0.86,0.88,0.78,0.89,0.94,0.91,0.98,0.99	[361.9644955620899, 3]	8
9	159.2991	0.9247	18	5	2	71	115	0,0,0,1,1,1,1,1	0,1,1,1,1,4,8,19	0.39,0.48,0.50,0.50,0.90,0.81,0.85,0.84	[159.29909076283738, 13]	9
5	131.1354	0.9092	18	4	2	71	106	1,1,0,0,1,1,1,1	0,3,10,1,1,2,6,12	0.61,0.89,0.86,0.89,0.78,0.88,0.85,0.88	[131.13539913142264, 9]	9
10	110.5921	0.8933	18	5	9	71	90	0,0,0,0,0,0,0,0,0,0,1,1,1,1,1	0,1,1,1,1,1,1,1,1,1,1,2,3,7,13	0.34,0.43,0.47,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.79,0.88,0.85,0.86	[110.59205899885704, 18]	23
3	364.5756	0.9664	18	2	0	71	431	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
4	369.3764	0.9796	11	3	0	78	438	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
2	378.2559	0.9552	25	2	0	64	424	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
5	366.2218	0.9906	5	3	0	84	444	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
9	212.6522	0.9967	1	6	3	88	121	0,0,0,0,1,1,1,1,1,1	0,1,1,1,1,1,3,7,17,20	0.39,0.48,0.50,0.50,0.51,0.90,0.85,0.84,0.82,0.90	[212.65217383600532, 15]	12
6	371.2975	0.9491	28	4	0	89	449	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
