difficulty	halflife	p_recall	delta_t	reps	lapses	last_date	due_date	r_history	t_history	p_history	state	cost
10	115.9378	0.9764	4	4	2	85	103	1,1,1,1,0,1,1,0,1,1,1,1	0,2,5,9,19,2,4,9,1,3,6,13	0.34,0.84,0.85,0.89,0.88,0.84,0.87,0.86,0.88,0.84,0.86,0.86	[115.93784380370388, 14]	13
5	366.2218	0.9466	29	3	0	60	420	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
1	378.4996	0.8976	59	2	0	30	390	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
5	127.241	0.84	32	4	2	57	92	0,1,1,1,0,1,0,1,1,1,1	0,1,2,5,10,2,5,1,2,5,12	0.61,0.68,0.89,0.90,0.91,0.84,0.87,0.86,0.90,0.88,0.87	[127.24102890420028, 9]	12
6	371.2975	0.9562	24	4	0	65	425	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
8	370.1117	0.9759	13	4	0	76	436	1,1,1,1,1	0,2,7,14,41	0.44,0.88,0.83,0.87,0.83	[370.1117185361688, 8]	4
9	169.0029	0.9365	16	4	1	73	114	0,1,1,1,1,0,1,1,1,1	0,1,1,3,9,16,1,3,8,19	0.39,0.48,0.92,0.88,0.84,0.88,0.91,0.87,0.85,0.84	[169.00292959414804, 11]	10
5	368.7551	0.9487	28	5	0	61	421	0,1,1,1,1,1	0,1,2,5,10,31	0.61,0.68,0.89,0.90,0.91,0.87	[368.7551436009584, 5]	5
5	51.6408	0.8627	11	3	3	78	90	1,0,1,1,1,0,0,1,1,1	0,3,1,4,12,36,2,1,2,5	0.61,0.89,0.85,0.81,0.83,0.82,0.84,0.79,0.87,0.86	[51.6407999612587, 11]	12
5	139.6416	0.9516	10	3	1	79	112	1,1,1,0,1,1,1	0,3,10,35,2,5,12	0.61,0.89,0.86,0.82,0.85,0.87,0.87	[139.64163081327817, 7]	7
7	370.1569	0.9687	17	5	0	72	432	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
5	139.6416	0.9516	10	3	1	79	112	1,1,1,0,1,1,1	0,3,10,35,2,5,12	0.61,0.89,0.86,0.82,0.85,0.87,0.87	[139.64163081327817, 7]	7
6	371.2975	0.9562	24	4	0	65	425	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
3	364.5756	0.9233	42	2	0	47	407	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
5	368.7551	0.9487	28	5	0	61	421	0,1,1,1,1,1	0,1,2,5,10,31	0.61,0.68,0.89,0.90,0.91,0.87	[368.7551436009584, 5]	5
10	145.8012	0.9445	12	5	3	77	98	0,1,0,1,1,1,0,0,1,1,1,1,1	0,1,2,1,3,7,17,1,1,2,4,7,19	0.34,0.43,0.83,0.78,0.80,0.84,0.83,0.89,0.79,0.85,0.87,0.88,0.83	[145.80124373672345, 16]	15
4	116.7321	0.8828	21	3	1	68	100	1,1,1,0,1,1,1	0,3,8,31,1,4,9	0.66,0.91,0.90,0.84,0.92,0.86,0.88	[116.7320680137516, 6]	7
7	370.1569	0.9687	17	5	0	72	432	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
6	372.0628	0.9598	22	5	0	67	427	0,1,1,1,1,1	0,1,2,5,16,31	0.55,0.62,0.88,0.89,0.85,0.89	[372.06279030170253, 6]	5
8	222.0325	0.9192	27	5	1	62	91	0,1,1,0,1,1,1,1,1	0,1,2,7,1,3,6,13,17	0.44,0.53,0.85,0.82,0.85,0.84,0.88,0.87,0.92	[222.0325456514394, 10]	9
8	151.7094	0.833	40	5	3	49	91	0,0,1,0,0,1,1,1,1,1	0,1,1,2,1,1,2,4,8,17	0.44,0.53,0.52,0.84,0.79,0.69,0.84,0.87,0.87,0.86	[151.70938260751745, 14]	12
8	151.6165	0.938	14	4	3	75	117	0,0,0,1,1,1,1,0,1,1,1,1	0,1,1,1,2,6,7,14,2,4,8,17	0.44,0.53,0.52,0.52,0.83,0.81,0.91,0.90,0.84,0.87,0.87,0.86	[151.61651032626804, 14]	14
5	366.2218	0.9466	29	3	0	60	420	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
4	374.4909	0.9798	11	5	1	78	438	1,1,0,1,1,1,1,1	0,3,8,1,3,10,32,9	0.66,0.91,0.90,0.90,0.88,0.85,0.82,0.98	[374.49087532574885, 6]	8
7	370.1569	0.9687	17	5	0	72	432	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
7	155.5322	0.978	5	4	2	84	122	0,1,1,1,0,1,1,0,1,1,1,1	0,1,2,6,16,2,5,12,2,5,6,15	0.49,0.57,0.87,0.85,0.85,0.81,0.85,0.86,0.80,0.83,0.92,0.88	[155.5321995880402, 11]	13
9	8.4168	0.9209	1	0	2	88	90	1,0,1,1,1,1,0	0,2,1,3,7,17,46	0.39,0.86,0.80,0.82,0.84,0.84,0.81	[8.416791614414567, 13]	8
1	378.4996	0.8976	59	2	0	30	390	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
2	378.2559	0.9141	49	2	0	40	400	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
6	371.2975	0.9562	24	4	0	65	425	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
9	46.0534	0.9703	2	2	1	87	96	0,1,1,1,1,1,0,1,1	0,1,1,3,9,16,39,2,4	0.39,0.48,0.92,0.88,0.84,0.88,0.86,0.87,0.88	[46.05341175645427, 11]	9
10	164.1028	0.9546	11	4	1	78	123	1,1,1,1,0,1,1,1,1	0,2,5,9,19,2,4,9,16	0.34,0.84,0.85,0.89,0.88,0.84,0.87,0.86,0.88	[164.10281069459006, 12]	9
7	49.9155	0.9592	3	2	2	86	102	0,1,0,1,1,1,1,0,1,1	0,1,2,1,2,6,13,42,2,5	0.49,0.57,0.87,0.81,0.88,0.85,0.87,0.81,0.84,0.85	[49.91545146146443, 11]	11
5	63.0655	0.9783	2	2	2	87	99	1,1,0,1,1,1,1,0,1,1	0,3,10,1,3,11,13,26,2,6	0.61,0.89,0.86,0.89,0.87,0.82,0.92,0.91,0.88,0.85	[63.06548591065263, 9]	11
2	374.8187	0.9168	47	3	0	42	402	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
6	371.5653	0.9944	3	7	2	86	446	0,0,0,1,1,1,1,1,1,1	0,1,1,1,2,5,12,12,31,9	0.55,0.62,0.58,0.56,0.84,0.85,0.85,0.93,0.89,0.98	[371.56534844610536, 10]	11
9	369.3518	0.9814	10	5	0	79	439	1,1,1,1,1,1	0,2,5,8,17,35	0.39,0.86,0.86,0.91,0.89,0.88	[369.35175212990805, 9]	5
5	366.2218	0.9466	29	3	0	60	420	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
7	143.148	0.9808	4	4	3	85	126	0,1,1,0,1,1,0,1,1,1,0,1,1,1,1	0,1,2,6,1,3,7,1,3,6,15,2,3,8,15	0.49,0.57,0.87,0.85,0.86,0.85,0.86,0.87,0.84,0.87,0.85,0.81,0.89,0.85,0.87	[143.1480273566172, 13]	17
9	159.2991	0.833	42	5	2	47	91	0,0,0,1,1,1,1,1	0,1,1,1,1,4,8,19	0.39,0.48,0.50,0.50,0.90,0.81,0.85,0.84	[159.29909076283738, 13]	9
1	378.4996	0.8976	59	2	0	30	390	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
8	146.4292	0.8926	24	5	4	65	107	0,0,1,0,1,1,1,0,0,1,1,1,1,1	0,1,1,2,1,2,4,8,1,1,2,4,9,17	0.44,0.53,0.52,0.84,0.79,0.87,0.88,0.88,0.89,0.78,0.85,0.87,0.85,0.86	[146.4291582220493, 16]	17
4	87.839	0.9314	9	3	2	80	92	1,1,1,0,1,1,0,1,1,1	0,3,8,31,1,4,9,1,3,8	0.66,0.91,0.90,0.84,0.92,0.86,0.88,0.90,0.87,0.86	[87.8390367251863, 8]	11
4	374.0448	0.9835	9	5	1	80	440	0,1,1,0,1,1,1,1,1	0,1,3,8,1,3,10,32,9	0.66,0.73,0.86,0.89,0.90,0.88,0.85,0.82,0.98	[374.044776432369, 6]	9
3	364.5756	0.925	41	2	0	48	408	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
6	371.5653	0.9963	2	7	2	87	447	0,0,0,1,1,1,1,1,1,1	0,1,1,1,2,5,12,12,31,9	0.55,0.62,0.58,0.56,0.84,0.85,0.85,0.93,0.89,0.98	[371.56534844610536, 10]	11
6	372.0628	0.9616	21	5	0	68	428	0,1,1,1,1,1	0,1,2,5,16,31	0.55,0.62,0.88,0.89,0.85,0.89	[372.06279030170253, 6]	5
8	346.7907	0.992	4	5	1	85	93	0,1,0,1,1,1,1,1	0,1,2,1,2,7,15,44	0.44,0.53,0.85,0.80,0.88,0.82,0.85,0.81	[346.7907166233038, 10]	8
3	305.276	0.9363	29	3	1	89	97	1,1,0,1,1,1	0,7,28,2,9,29	0.72,0.84,0.83,0.84,0.80,0.82	[305.2760086310465, 5]	6
2	379.6086	0.9891	6	8	2	83	443	0,1,0,1,1,0,1,1,1,1,1,1,1,1	0,1,5,1,2,6,1,2,5,7,21,10,5,3	0.78,0.83,0.85,0.86,0.92,0.90,0.89,0.92,0.90,0.94,0.89,0.97,0.99,0.99	[379.60859769405425, 6]	15
9	28.9239	0.8871	5	1	1	84	91	1,1,1,1,1,0,1	0,2,5,8,17,35,3	0.39,0.86,0.86,0.91,0.89,0.88,0.82	[28.923926891260514, 11]	7
6	371.2975	0.9598	22	4	0	67	427	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
4	370.0995	0.9436	31	4	0	58	418	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
9	369.8664	0.9888	6	6	0	83	443	0,1,1,1,1,1,1	0,1,1,3,9,16,39	0.39,0.48,0.92,0.88,0.84,0.88,0.86	[369.86640187688675, 9]	6
3	364.5756	0.9268	40	2	0	49	409	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
5	366.2218	0.9502	27	3	0	62	422	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
4	369.3764	0.94	33	3	0	56	416	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
4	278.6689	0.9901	4	5	3	85	98	0,0,0,1,1,1,0,1,1,1,1,1	0,1,1,1,3,4,9,1,3,8,11,29	0.66,0.73,0.65,0.60,0.80,0.92,0.90,0.90,0.86,0.85,0.91,0.86	[278.668908223615, 10]	14
1	378.4996	0.9009	57	2	0	32	392	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
8	370.1117	0.9796	11	4	0	78	438	1,1,1,1,1	0,2,7,14,41	0.44,0.88,0.83,0.87,0.83	[370.1117185361688, 8]	4
9	169.1818	0.8523	39	5	1	50	91	0,1,1,0,1,1,1,1,1	0,1,1,3,1,2,4,8,16	0.39,0.48,0.92,0.88,0.84,0.88,0.89,0.89,0.88	[169.18181866005514, 11]	9
7	177.9615	0.9769	6	6	6	83	117	0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1	0,1,1,1,1,1,2,4,7,1,2,5,1,2,5,7,14,14	0.49,0.57,0.55,0.54,0.53,0.52,0.81,0.85,0.88,0.88,0.88,0.85,0.85,0.87,0.84,0.89,0.87,0.93	[177.9614523084595, 18]	23
3	364.5756	0.9268	40	2	0	49	409	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
5	366.2218	0.9502	27	3	0	62	422	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
4	370.0995	0.9436	31	4	0	58	418	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
6	162.2617	0.9915	2	5	4	87	120	0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1	0,1,2,5,1,1,2,6,14,2,5,1,2,5,12,14	0.55,0.62,0.88,0.89,0.87,0.77,0.87,0.84,0.85,0.80,0.83,0.84,0.87,0.85,0.84,0.91	[162.2616683289933, 14]	19
6	371.2975	0.9598	22	4	0	67	427	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
5	127.269	0.9367	12	4	2	89	124	1,1,1,0,1,0,1,1,1,1	0,3,10,35,2,5,1,2,5,12	0.61,0.89,0.86,0.82,0.85,0.87,0.86,0.90,0.88,0.87	[127.26901445448797, 9]	11
4	372.5281	0.9635	20	6	1	69	429	0,0,1,1,1,1,1,1	0,1,1,3,8,13,23,6	0.66,0.73,0.65,0.83,0.86,0.91,0.92,0.99	[372.5280800240044, 6]	8
8	1.8785	0.6914	1	0	8	89	90	0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0	0,1,2,7,14,2,5,7,20,2,1,2,1,1,2,4,1,2,1	0.44,0.53,0.85,0.82,0.87,0.82,0.85,0.91,0.86,0.83,0.78,0.86,0.80,0.69,0.83,0.85,0.83,0.86,0.80	[1.8785318196597665, 18]	26
3	363.058	0.9625	20	5	1	69	429	1,0,1,1,1,1,1	0,7,1,3,7,29,8	0.72,0.84,0.87,0.87,0.89,0.82,0.98	[363.057957508416, 5]	7
5	366.2218	0.9502	27	3	0	62	422	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
5	40.36	0.983	1	3	5	88	98	0,0,0,1,0,1,1,1,1,0,1,0,1,1,1	0,1,1,1,2,1,2,5,12,37,1,4,1,2,4	0.61,0.68,0.62,0.58,0.85,0.80,0.87,0.86,0.85,0.80,0.91,0.82,0.82,0.86,0.87	[40.36002008316756, 15]	19
3	364.5756	0.9268	40	2	0	49	409	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
6	372.0628	0.9634	20	5	0	69	429	0,1,1,1,1,1	0,1,2,5,16,31	0.55,0.62,0.88,0.89,0.85,0.89	[372.06279030170253, 6]	5
6	378.0579	0.9854	8	6	1	81	441	0,0,1,1,1,1,1,1	0,1,1,2,6,13,37,7	0.55,0.62,0.58,0.86,0.84,0.87,0.84,0.99	[378.0578566314715, 8]	8
10	371.5964	0.9944	3	5	0	86	446	1,1,1,1,1,1	0,2,5,9,19,37	0.34,0.84,0.85,0.89,0.88,0.88	[371.5964115666552, 10]	5
4	369.3764	0.94	33	3	0	56	416	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
10	367.5182	0.9962	2	6	0	87	447	0,1,1,1,1,1,1	0,1,2,4,7,16,43	0.34,0.43,0.83,0.88,0.90,0.88,0.84	[367.5182326640054, 10]	6
6	371.2975	0.9598	22	4	0	67	427	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
4	369.3764	0.94	33	3	0	56	416	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
6	378.0579	0.9854	8	6	1	81	441	0,0,1,1,1,1,1,1	0,1,1,2,6,13,37,7	0.55,0.62,0.58,0.86,0.84,0.87,0.84,0.99	[378.0578566314715, 8]	8
7	367.2851	0.9684	17	4	0	72	432	1,1,1,1,1	0,3,6,13,36	0.49,0.85,0.89,0.89,0.86	[367.2850546328324, 7]	4
7	62.1698	0.9045	9	4	7	80	93	0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1	0,1,2,1,1,1,1,2,1,2,3,7,15,14,2,1,2,3,7	0.49,0.57,0.87,0.81,0.71,0.63,0.58,0.82,0.77,0.84,0.89,0.86,0.85,0.92,0.86,0.80,0.85,0.89,0.86	[62.16983929268078, 18]	25
1	378.4996	0.9009	57	2	0	32	392	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
6	371.2975	0.9598	22	4	0	67	427	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
5	139.6416	0.9611	8	3	1	81	114	1,1,1,0,1,1,1	0,3,10,35,2,5,12	0.61,0.89,0.86,0.82,0.85,0.87,0.87	[139.64163081327817, 7]	7
9	165.7578	0.8567	37	5	2	52	94	0,0,1,0,1,1,1,1,1	0,1,1,2,1,2,3,8,20	0.39,0.48,0.50,0.83,0.78,0.86,0.91,0.86,0.84	[165.75775454802383, 13]	10
4	376.9649	0.9908	5	7	2	84	444	0,0,1,0,1,1,1,1,1,1,1	0,1,1,3,1,3,8,12,27,9,4	0.66,0.73,0.65,0.83,0.81,0.84,0.85,0.91,0.89,0.98,0.99	[376.96489569205266, 8]	12
8	368.3393	0.9832	9	5	0	80	440	0,1,1,1,1,1	0,1,2,7,14,41	0.44,0.53,0.85,0.82,0.87,0.83	[368.3393006788219, 8]	5
6	161.1746	0.9456	13	5	3	76	109	1,0,1,1,1,0,0,1,1,1,1,1	0,3,1,2,6,16,2,1,2,5,11,12	0.55,0.87,0.84,0.89,0.86,0.85,0.81,0.77,0.86,0.85,0.86,0.92	[161.1746061341243, 12]	14
4	370.0995	0.9454	30	4	0	59	419	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
6	371.2975	0.9616	21	4	0	68	428	1,1,1,1,1	0,3,6,16,28	0.55,0.87,0.90,0.88,0.91	[371.2975025028532, 6]	4
6	286.2938	0.9143	37	6	4	89	105	1,0,0,0,1,0,1,1,1,1,1,1	0,3,1,1,1,2,1,2,4,7,15,37	0.55,0.87,0.84,0.73,0.65,0.84,0.79,0.86,0.87,0.89,0.87,0.83	[286.2937962743192, 14]	15
7	367.2851	0.9703	16	4	0	73	433	1,1,1,1,1	0,3,6,13,36	0.49,0.85,0.89,0.89,0.86	[367.2850546328324, 7]	4
7	370.1569	0.9741	14	5	0	75	435	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
6	152.7653	0.8928	25	4	2	64	99	0,0,1,1,1,0,1,1,1,1	0,1,1,2,6,13,1,3,7,15	0.55,0.62,0.58,0.86,0.84,0.87,0.90,0.86,0.86,0.87	[152.7653227597363, 10]	11
8	327.7129	0.9979	1	6	2	88	99	0,0,0,1,1,1,1,1,1	0,1,1,1,2,6,7,14,41	0.44,0.53,0.52,0.52,0.83,0.81,0.91,0.90,0.83	[327.71292465967514, 12]	10
6	165.0033	0.9003	25	4	1	64	97	0,1,1,1,0,1,1,1,1	0,1,2,5,16,1,3,6,15	0.55,0.62,0.88,0.89,0.85,0.90,0.87,0.89,0.87	[165.00334292836203, 8]	9
9	169.0029	0.9481	13	4	1	76	117	0,1,1,1,1,0,1,1,1,1	0,1,1,3,9,16,1,3,8,19	0.39,0.48,0.92,0.88,0.84,0.88,0.91,0.87,0.85,0.84	[169.00292959414804, 11]	10
6	141.5806	0.8719	28	3	1	61	98	1,1,1,0,1,1,1	0,3,6,16,2,6,13	0.55,0.87,0.90,0.88,0.84,0.84,0.87	[141.58060791061683, 8]	7
4	109.3147	0.8978	17	3	1	72	105	0,1,1,1,0,1,1,1	0,1,3,8,32,1,3,9	0.66,0.73,0.86,0.89,0.83,0.92,0.89,0.86	[109.31467080998549, 6]	8
5	368.7551	0.9541	25	5	0	64	424	0,1,1,1,1,1	0,1,2,5,10,31	0.61,0.68,0.89,0.90,0.91,0.87	[368.7551436009584, 5]	5
6	312.1735	0.9912	4	5	2	85	96	0,1,1,0,0,1,1,1,1,1	0,1,2,5,1,1,2,6,14,38	0.55,0.62,0.88,0.89,0.87,0.77,0.87,0.84,0.85,0.82	[312.1734575682742, 10]	11
7	367.2851	0.9703	16	4	0	73	433	1,1,1,1,1	0,3,6,13,36	0.49,0.85,0.89,0.89,0.86	[367.2850546328324, 7]	4
2	383.2023	0.9575	24	6	1	65	425	1,0,1,1,1,1,1,1	0,6,1,4,6,22,8,3	0.78,0.89,0.89,0.86,0.93,0.88,0.98,0.99	[383.2023198059896, 4]	8
4	369.3764	0.9417	32	3	0	57	417	1,1,1,1	0,3,8,31	0.66,0.91,0.90,0.84	[369.3763802085206, 4]	3
7	344.7238	0.998	1	5	1	88	95	1,1,0,1,1,1,1,1	0,3,6,1,3,8,15,36	0.49,0.85,0.89,0.88,0.86,0.85,0.88,0.86	[344.723757438477, 9]	8
3	364.5756	0.9303	38	2	0	51	411	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
2	378.2559	0.9208	45	2	0	44	404	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
6	126.5565	0.9364	12	3	1	89	128	0,1,1,1,1,0,1,1,1	0,1,2,5,16,31,2,4,12	0.55,0.62,0.88,0.89,0.85,0.89,0.87,0.90,0.86	[126.55648798248936, 8]	9
10	147.2106	0.9906	2	4	3	87	108	0,1,0,1,0,1,1,1,1,0,1,1,1,1	0,1,2,1,3,1,2,4,7,17,1,4,9,19	0.34,0.43,0.83,0.78,0.80,0.79,0.86,0.87,0.89,0.85,0.90,0.80,0.82,0.83	[147.21063503065923, 16]	16
6	311.7682	0.9824	8	5	2	81	92	1,0,0,1,1,1,1,1	0,3,1,1,2,6,14,38	0.55,0.87,0.84,0.73,0.87,0.84,0.85,0.82	[311.768208783538, 10]	9
9	28.9239	0.9306	3	1	1	86	93	1,1,1,1,1,0,1	0,2,5,8,17,35,3	0.39,0.86,0.86,0.91,0.89,0.88,0.82	[28.923926891260514, 11]	7
8	370.1117	0.9833	9	4	0	80	440	1,1,1,1,1	0,2,7,14,41	0.44,0.88,0.83,0.87,0.83	[370.1117185361688, 8]	4
4	370.0995	0.9471	29	4	0	60	420	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
8	357.6441	0.9961	2	6	1	87	92	0,0,1,1,1,1,1,1	0,1,1,2,5,7,20,35	0.44,0.53,0.52,0.84,0.85,0.91,0.86,0.88	[357.644052258528, 10]	8
5	366.2218	0.9538	25	3	0	64	424	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
8	368.3393	0.9851	8	5	0	81	441	0,1,1,1,1,1	0,1,2,7,14,41	0.44,0.53,0.85,0.82,0.87,0.83	[368.3393006788219, 8]	5
7	370.1569	0.976	13	5	0	76	436	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
4	370.0995	0.9471	29	4	0	60	420	0,1,1,1,1	0,1,3,8,32	0.66,0.73,0.86,0.89,0.83	[370.09947232165575, 4]	4
2	378.2559	0.9208	45	2	0	44	404	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
10	153.8764	0.8427	38	5	2	51	98	0,0,0,1,1,1,1,1	0,1,1,1,2,4,7,19	0.34,0.43,0.47,0.49,0.81,0.86,0.88,0.83	[153.87641259405805, 14]	9
3	364.5756	0.9303	38	2	0	51	411	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
10	137.4381	0.9653	7	5	7	82	101	0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1	0,1,1,1,1,1,3,7,13,1,1,1,2,1,2,4,8,18	0.34,0.43,0.47,0.49,0.50,0.89,0.84,0.84,0.86,0.89,0.78,0.68,0.82,0.77,0.84,0.86,0.86,0.84	[137.43806488484967, 18]	24
8	368.3393	0.9851	8	5	0	81	441	0,1,1,1,1,1	0,1,2,7,14,41	0.44,0.53,0.85,0.82,0.87,0.83	[368.3393006788219, 8]	5
7	367.2851	0.9721	15	4	0	74	434	1,1,1,1,1	0,3,6,13,36	0.49,0.85,0.89,0.89,0.86	[367.2850546328324, 7]	4
10	74.7547	0.8783	14	3	2	75	92	1,1,0,1,1,1,1,0,1,1,1	0,2,5,1,3,6,12,17,2,4,7	0.34,0.84,0.85,0.85,0.83,0.87,0.87,0.91,0.86,0.87,0.89	[74.75469794551977, 14]	12
10	152.861	0.8266	42	5	1	47	94	0,0,1,1,1,1,1	0,1,1,1,3,9,16	0.34,0.43,0.47,0.90,0.86,0.82,0.87	[152.8610264618129, 12]	7
8	182.0499	0.9023	27	5	2	62	98	1,1,0,0,1,1,1,1,1	0,2,7,1,1,2,5,8,20	0.44,0.88,0.83,0.86,0.75,0.86,0.85,0.89,0.86	[182.04987546872368, 12]	10
4	375.0698	0.9709	16	6	1	73	433	1,0,1,1,1,1,1,1	0,3,1,3,8,10,25,7	0.66,0.91,0.87,0.87,0.87,0.93,0.90,0.99	[375.0697749734552, 6]	8
8	193.5337	0.9511	14	5	3	75	110	0,0,0,1,1,1,0,1,1,1,1,1	0,1,1,1,2,6,7,1,3,8,13,16	0.44,0.53,0.52,0.52,0.83,0.81,0.91,0.90,0.85,0.83,0.87,0.92	[193.533664661404, 14]	14
1	378.4996	0.9042	55	2	0	34	394	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
6	50.1799	0.9333	5	3	2	84	99	1,1,1,1,0,1,0,1,1,1	0,3,6,16,28,2,6,1,2,4	0.55,0.87,0.90,0.88,0.91,0.88,0.85,0.86,0.89,0.90	[50.17986830884283, 10]	11
5	366.2218	0.9538	25	3	0	64	424	1,1,1,1	0,3,10,35	0.61,0.89,0.86,0.82	[366.22177852355964, 5]	3
7	370.1569	0.976	13	5	0	76	436	0,1,1,1,1,1	0,1,2,6,16,35	0.49,0.57,0.87,0.85,0.85,0.87	[370.15690729536186, 7]	5
7	2.4057	0.7497	1	0	4	89	90	1,1,1,1,0,1,0,1,1,0,0	0,3,6,13,36,2,4,1,2,5,1	0.49,0.85,0.89,0.89,0.86,0.86,0.89,0.86,0.89,0.87,0.86	[2.4056674731498506, 15]	14
6	6.1489	0.8934	1	0	4	88	90	0,0,1,1,1,0,1,1,1,0,1,1,1,0	0,1,1,2,6,13,1,3,7,15,1,3,5,14	0.55,0.62,0.58,0.86,0.84,0.87,0.90,0.86,0.86,0.87,0.91,0.86,0.89,0.85	[6.148940321555154, 14]	17
8	181.7148	0.8784	34	5	2	55	91	1,0,0,1,1,1,1,1	0,2,1,1,2,5,8,20	0.44,0.88,0.82,0.71,0.85,0.85,0.89,0.86	[181.71478909641706, 12]	9
9	369.3518	0.9888	6	5	0	83	443	1,1,1,1,1,1	0,2,5,8,17,35	0.39,0.86,0.86,0.91,0.89,0.88	[369.35175212990805, 9]	5
2	378.2559	0.9208	45	2	0	44	404	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
3	365.1457	0.9573	23	5	1	66	426	0,0,1,1,1,1,1	0,1,1,2,7,30,9	0.72,0.78,0.69,0.89,0.86,0.80,0.98	[365.1457426816348, 5]	7
1	378.4996	0.9042	55	2	0	34	394	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
9	73.6595	0.954	5	4	4	84	103	1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1	0,2,5,1,1,2,3,8,20,1,3,7,1,3,4,7	0.39,0.86,0.86,0.86,0.75,0.85,0.90,0.86,0.84,0.90,0.85,0.84,0.86,0.82,0.89,0.89	[73.65954877195406, 17]	19
